;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;;;;;;;;;;;;;;;;;;;;;;;;;
4027;07.июн;0.19;0.37;13.янв;0.033;52;151;0.99726;мар.18;0.79;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4028;06.апр;0.26;0.26;01.янв;0.052;22;176;0.99304;03.сен;0.54;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
4029;05.сен;0.25;0.27;01.май;0.029;37;81;0.9892;03.фев;0.46;12.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4030;06.янв;0.28;0.3;июл.75;0.031;33;139;0.99296;мар.22;0.46;11;6;;;;;;;;;;;;;;;;;;;;;;;;;
4031;06.сен;0.19;0.38;янв.15;0.023;30;105;0.99047;03.ноя;0.38;11.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4032;06.апр;0.29;0.57;1;0.06;15;120;0.9924;03.июн;0.41;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4033;06.авг;0.27;0.22;17.авг;0.034;16;116;0.9989;03.июл;0.53;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
4034;07.май;0.26;0.38;05.июл;0.021;23;125;0.99338;мар.13;0.62;11.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
4035;06.авг;0.27;0.22;17.авг;0.034;16;116;0.9989;03.июл;0.53;09.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
4036;06.апр;0.2;0.22;07.апр;0.032;53;172;0.99404;мар.24;0.58;11;6;;;;;;;;;;;;;;;;;;;;;;;;;
4037;07.мар;0.33;0.22;01.апр;0.041;40;177;0.99287;мар.14;0.48;09.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
4038;07.мар;0.34;0.22;01.апр;0.044;43;176;0.99286;мар.14;0.46;09.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
4039;06.апр;0.29;0.57;1;0.06;15;120;0.9924;03.июн;0.41;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4040;06.янв;01.янв;0.16;04.апр;0.033;8;109;0.99058;мар.35;0.47;12.апр;4;;;;;;;;;;;;;;;;;;;;;;;;;
4041;06.мар;0.24;0.29;01.июн;0.052;48;185;0.9934;мар.21;0.5;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4042;06.фев;0.24;0.22;07.сен;0.053;45;149;0.99545;мар.23;0.52;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
4043;07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4044;07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4045;07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4046;07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4047;07.фев;0.17;0.28;17.55;0.05;33;154;0.99971;фев.94;0.43;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
4048;06.сен;0.19;0.35;13.май;0.038;49;118;0.99546;3;0.63;10.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4049;06.сен;0.19;0.35;13.май;0.038;49;118;0.99546;3;0.63;10.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4050;06.авг;0.16;0.36;01.мар;0.034;32;98;0.99058;03.фев;0.58;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4051;07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4052;06.авг;0.3;0.27;11.июн;0.028;22;97;0.99314;фев.96;0.38;11.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4053;06.фев;0.24;0.22;07.сен;0.053;45;149;0.99545;мар.23;0.52;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
4054;07.апр;0.16;0.27;15.май;0.05;25;135;0.9984;02.сен;0.43;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4055;07.фев;0.17;0.28;17.55;0.05;33;154;0.99971;фев.94;0.43;9;7;;;;;;;;;;;;;;;;;;;;;;;;;
4056;06.авг;0.3;0.27;11.июн;0.028;22;97;0.99314;фев.96;0.38;11.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4057;06.май;0.43;0.18;13.15;0.032;25;131;0.99565;мар.23;0.51;10.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
4058;06.июн;0.17;0.36;01.сен;0.036;38;110;0.99056;03.май;0.54;11.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4059;06.сен;0.19;0.35;13.май;0.038;49;118;0.99546;3;0.63;10.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4060;06.авг;0.16;0.36;01.мар;0.034;32;98;0.99058;03.фев;0.58;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4061;06.апр;0.41;0.01;06.янв;0.048;20;70;0.99362;мар.19;0.42;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
4062;06.апр;0.41;0.01;06.янв;0.048;20;70;0.99362;мар.19;0.42;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
4063;07.апр;0.36;0.32;01.сен;0.036;27;119;0.99196;мар.15;0.49;11.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4064;06.янв;0.17;0.21;01.сен;0.09;44;130;0.99255;03.июл;0.41;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
4065;05.май;0.28;0.21;01.июн;0.032;23;85;0.99027;мар.42;0.42;12.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4066;06.июн;0.5;0.26;11.мар;0.029;32;110;0.99302;мар.27;0.78;12.сен;8;;;;;;;;;;;;;;;;;;;;;;;;;
4067;07.янв;0.44;0.27;08.апр;0.057;60;160;0.99257;мар.16;0.36;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4068;06.сен;0.38;0.28;08.мар;0.062;22;166;0.99506;мар.16;0.72;10.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
4069;07.янв;0.44;0.27;08.апр;0.057;60;160;0.99257;мар.16;0.36;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4070;06.фев;0.24;0.28;12.фев;0.049;54;133;0.9952;мар.19;0.37;10.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4071;06.янв;0.28;0.27;8;0.048;41;162;0.99498;мар.21;0.51;09.сен;5;;;;;;;;;;;;;;;;;;;;;;;;;
4072;07.июн;0.26;0.32;01.мар;0.048;23;76;0.9903;фев.96;0.46;12;6;;;;;;;;;;;;;;;;;;;;;;;;;
4073;07.май;0.16;0.38;12.июл;0.043;70.5;163;0.99706;мар.15;0.82;10.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
4074;06.май;0.36;0.16;01.мар;0.054;11;107;0.99398;мар.19;0.39;08.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4075;06.июн;0.35;0.19;10.май;0.06;15;82;0.99588;мар.13;0.38;09.сен;4;;;;;;;;;;;;;;;;;;;;;;;;;
4076;05.июл;0.25;0.26;12.май;0.049;52.5;120;0.99691;03.авг;0.45;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4077;07.апр;0.37;0.26;09.июн;0.05;33;134;0.99608;мар.13;0.46;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4078;05.июл;0.25;0.21;01.май;0.044;21;108;0.99142;03.мар;0.59;11;6;;;;;;;;;;;;;;;;;;;;;;;;;
4079;05.авг;0.23;0.21;01.май;0.044;21;110;0.99138;03.мар;0.57;11;6;;;;;;;;;;;;;;;;;;;;;;;;;
4080;05.апр;0.265;0.28;07.авг;0.052;27;91;0.99432;мар.19;0.38;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4081;05.июл;0.25;0.27;10.авг;0.05;58;116;0.99592;03.янв;0.5;09.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4082;05.июл;0.25;0.26;12.май;0.049;52.5;106;0.99691;03.авг;0.45;09.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4083;05.сен;0.23;0.28;08.июн;0.046;37;142;0.99432;мар.23;0.53;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4084;06.фев;0.3;0.32;01.фев;0.052;32;185;0.99266;мар.28;0.44;10.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
4085;06.май;0.33;0.24;14.май;0.048;20;96;0.99456;03.июн;0.3;11.май;8;;;;;;;;;;;;;;;;;;;;;;;;;
4086;07.апр;0.26;0.29;03.июл;0.048;14;73;0.9915;03.июн;0.45;11.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4087;7;0.2;0.4;01.янв;0.058;30;93;0.99322;03.мар;0.38;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4088;06.май;0.21;0.42;01.янв;0.059;33;101;0.9927;03.дек;0.38;09.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4089;07.мар;0.25;0.27;03.авг;0.047;16;79;0.99173;03.июл;0.46;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4090;06.авг;0.27;0.24;04.июн;0.098;36;127;0.99412;мар.15;0.49;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4091;06.июл;0.24;0.3;10.фев;0.07;44;179;0.99666;фев.86;0.46;08.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
4092;06.апр;0.14;0.28;07.сен;0.057;21;82;0.99425;мар.26;0.36;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
4093;06.апр;0.5;0.2;02.апр;0.059;19;112;0.99314;мар.18;0.4;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4094;06.июн;0.41;0.27;10.июл;0.11;20;103;0.99672;03.авг;0.41;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
4095;06.апр;0.25;0.28;04.сен;0.03;29;98;0.99024;03.сен;0.58;12.авг;7;;;;;;;;;;;;;;;;;;;;;;;;;
4096;06.июн;0.41;0.27;10.июл;0.11;20;103;0.99672;03.авг;0.41;9;6;;;;;;;;;;;;;;;;;;;;;;;;;
4097;8;0.25;0.35;01.янв;0.054;13;136;0.99366;03.авг;0.55;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4098;06.апр;0.14;0.28;07.сен;0.057;21;82;0.99425;мар.26;0.36;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
4099;06.июн;0.21;0.34;05.июн;0.046;30;140;0.99299;мар.22;0.38;11;5;;;;;;;;;;;;;;;;;;;;;;;;;
4100;06.апр;0.5;0.2;02.апр;0.059;19;112;0.99314;мар.18;0.4;09.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4101;06.мар;0.29;0.23;14.фев;0.037;24;99;0.99528;03.авг;0.38;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4102;06.сен;0.37;0.23;09.май;0.057;54;166;0.99568;мар.23;0.42;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
4103;06.сен;0.37;0.23;09.май;0.057;54;166;0.99568;мар.23;0.42;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
4104;05.июл;0.31;0.28;04.янв;0.03;22;86;0.99062;мар.31;0.38;11.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4105;06.сен;0.45;0.27;04.июл;0.035;17;80;0.99058;03.дек;0.36;12.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
4106;06.сен;0.3;0.45;01.апр;0.039;36;122;0.99059;03.июл;0.47;11.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
4107;05.мар;0.23;0.56;0.9;0.041;46;141;0.99119;мар.16;0.62;09.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
4108;06.авг;0.3;0.26;20.мар;0.037;45;150;0.99727;03.апр;0.38;12.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4109;06.июл;0.28;0.42;03.май;0.035;43;105;0.99021;мар.18;0.38;12.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4110;5;0.255;0.22;02.июл;0.043;46;153;0.99238;мар.75;0.76;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4111;07.июн;0.4;0.27;01.фев;0.053;23;193;0.99164;мар.22;0.38;11.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
4112;05.май;0.21;0.25;01.фев;0.04;18;75;0.99006;мар.31;0.56;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4113;6;0.2;0.25;2;0.041;30;95;0.99078;мар.27;0.56;11.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
4114;06.янв;0.17;0.29;01.янв;0.041;32;92;0.99036;мар.26;0.57;11.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4115;07.май;0.21;0.29;01.май;0.046;35;107;0.99123;мар.15;0.45;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4116;07.мар;0.26;0.32;01.фев;0.041;29;94;0.98978;03.июл;0.45;12;6;;;;;;;;;;;;;;;;;;;;;;;;;
4117;06.фев;0.35;0.2;18.янв;0.069;33;158;0.99908;мар.15;0.5;08.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4118;06.фев;0.35;0.2;18.янв;0.069;33;158;0.99908;мар.15;0.5;08.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4119;06.май;0.43;0.31;03.июн;0.046;19;143;0.99022;мар.15;0.34;12;8;;;;;;;;;;;;;;;;;;;;;;;;;
4120;06.май;0.4;0.31;03.май;0.046;22;147;0.99024;мар.15;0.31;12;7;;;;;;;;;;;;;;;;;;;;;;;;;
4121;07.апр;0.28;0.5;12.янв;0.049;48;122;0.9973;03.янв;0.44;9;5;;;;;;;;;;;;;;;;;;;;;;;;;
4122;06.мар;0.23;0.22;17.45;0.054;42;151;0.99853;03.дек;0.6;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4123;06.фев;0.34;0.25;12.янв;0.059;33;171;0.99769;мар.14;0.56;08.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4124;06.июн;0.44;0.32;3;0.095;13;75;0.98954;03.янв;0.63;12.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4125;6;0.13;0.36;01.июн;0.052;23;72;0.98974;03.янв;0.5;11.май;7;;;;;;;;;;;;;;;;;;;;;;;;;
4126;06.мар;0.17;0.23;05.июл;0.048;44;147;0.99382;03.авг;0.54;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
4127;06.мар;0.18;0.22;05.июн;0.047;45;147;0.99383;03.сен;0.54;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
4128;06.июл;0.31;0.34;06.авг;0.059;51;215;0.99538;мар.33;0.56;10.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
4129;06.июн;0.33;0.32;15.июн;0.054;62;227;0.99734;мар.25;0.56;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4130;06.мар;0.34;0.31;6;0.02;18;68;0.98981;мар.22;0.29;13.апр;7;;;;;;;;;;;;;;;;;;;;;;;;;
4131;06.авг;0.29;0.32;01.авг;0.032;18;130;0.99095;03.май;0.62;11.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4132;07.апр;0.31;0.26;08.июн;0.048;47;206;0.9964;мар.26;0.36;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
4133;07.апр;0.31;0.26;08.июн;0.048;47;206;0.9964;мар.26;0.36;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
4134;05.июл;0.25;0.27;11.май;0.04;24;120;0.99411;мар.33;0.31;10.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4135;06.авг;0.27;0.28;07.авг;0.038;26;89;0.9915;мар.24;0.34;12.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
4136;05.сен;0.26;0.24;02.апр;0.046;27;132;0.99234;мар.63;0.73;11.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
4137;05.сен;0.65;0.23;5;0.035;20;128;0.99016;мар.46;0.48;12.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4138;07.апр;0.31;0.26;08.июн;0.048;47;206;0.9964;мар.26;0.36;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
4139;06.июн;0.23;0.32;01.май;0.041;8;72;0.98949;мар.22;0.39;12.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4140;06.авг;0.18;0.35;05.апр;0.054;53;143;0.99287;03.янв;0.54;11;7;;;;;;;;;;;;;;;;;;;;;;;;;
4141;06.авг;0.28;0.29;11.сен;0.052;51;149;0.99544;03.фев;0.58;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4142;06.авг;0.28;0.29;11.сен;0.052;51;149;0.99544;03.фев;0.58;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4143;05.сен;0.27;0.27;9;0.051;43;136;0.9941;мар.25;0.53;10.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4144;06.янв;0.25;0.28;10;0.055;56;131;0.994;мар.22;0.35;10.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
4145;06.авг;0.28;0.29;11.сен;0.052;51;149;0.99544;03.фев;0.58;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4146;06.авг;0.26;0.29;11.сен;0.052;54;160;0.99546;03.мар;0.58;10.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4147;07.янв;0.13;0.29;15.май;0.064;56;115.5;0.99737;мар.16;0.41;09.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4148;06.авг;0.18;0.35;05.апр;0.054;53;143;0.99287;03.янв;0.54;11;7;;;;;;;;;;;;;;;;;;;;;;;;;
4149;06.фев;0.2;0.25;15;0.055;8;120;0.99767;мар.19;0.53;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4150;05.авг;0.24;0.28;01.апр;0.038;40;76;0.98711;03.янв;0.29;13.сен;7;;;;;;;;;;;;;;;;;;;;;;;;;
4151;07.июн;0.48;0.31;09.апр;0.046;6;194;0.99714;03.июл;0.61;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4152;07.апр;0.26;0.32;03.июл;0.032;29;193;0.99134;03.янв;0.67;12.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
4153;06.фев;0.2;0.25;15;0.055;8;120;0.99767;мар.19;0.53;09.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4154;06.янв;0.3;0.47;01.апр;0.049;50;187;0.9927;мар.19;0.45;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4155;06.фев;0.32;0.5;06.май;0.048;61;186;0.9948;мар.19;0.45;09.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
4156;06.янв;0.3;0.47;01.апр;0.049;50;187;0.9927;мар.19;0.45;09.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4157;06.мар;0.34;0.52;06.мар;0.047;63;186;0.99481;мар.18;0.44;09.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
4158;07.апр;0.16;0.3;13.июл;0.056;33;168;0.99825;02.сен;0.44;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4159;07.апр;0.16;0.3;13.июл;0.056;33;168;0.99825;02.сен;0.44;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4160;07.апр;0.16;0.3;13.июл;0.056;33;168;0.99825;02.сен;0.44;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4161;07.апр;0.16;0.3;13.июл;0.056;33;168;0.99825;02.сен;0.44;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4162;07.апр;0.16;0.3;13.июл;0.056;33;168;0.99825;02.сен;0.44;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4163;07.апр;0.16;0.3;13.июл;0.056;33;168;0.99825;02.сен;0.44;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4164;07.фев;0.26;0.38;01.май;0.061;12;120;0.99192;мар.18;0.46;10.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4165;7;0.31;0.35;01.июн;0.063;13;119;0.99184;мар.22;0.5;10.июл;5;;;;;;;;;;;;;;;;;;;;;;;;;
4166;06.июн;0.22;0.35;01.апр;0.05;23;83;0.99019;мар.17;0.48;12;7;;;;;;;;;;;;;;;;;;;;;;;;;
4167;05.авг;0.23;0.31;03.май;0.044;35;158;0.98998;мар.19;0.37;12.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
4168;06.мар;0.17;0.32;1;0.04;39;118;0.98886;мар.31;0.4;13.янв;8;;;;;;;;;;;;;;;;;;;;;;;;;
4169;6;0.19;0.26;01.апр;0.039;30;104;0.98998;мар.32;0.41;12.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4170;06.июл;0.21;0.34;01.май;0.035;45;123;0.98949;мар.24;0.36;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
4171;07.апр;0.16;0.3;13.июл;0.056;33;168;0.99825;02.сен;0.44;08.июл;7;;;;;;;;;;;;;;;;;;;;;;;;;
4172;06.июн;0.22;0.37;01.июн;0.04;31;101;0.99009;мар.15;0.66;12;5;;;;;;;;;;;;;;;;;;;;;;;;;
4173;06.авг;0.34;0.27;05.фев;0.06;14;169;0.99252;мар.27;0.57;11.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4174;07.янв;0.34;0.86;01.апр;0.174;36;99;0.99288;фев.92;0.5;09.мар;5;;;;;;;;;;;;;;;;;;;;;;;;;
4175;06.мар;0.24;0.22;11.сен;0.05;65;179;0.99659;03.июн;0.58;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4176;06.сен;0.35;0.39;02.апр;0.048;25;157;0.99133;03.фев;0.54;11.янв;7;;;;;;;;;;;;;;;;;;;;;;;;;
4177;06.авг;0.24;0.33;03.фев;0.049;68;161;0.99324;03.янв;0.69;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4178;06.апр;0.25;0.33;01.июл;0.037;35;113;0.99164;мар.23;0.66;10.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4179;05.авг;0.19;0.33;04.фев;0.038;49;133;0.99107;мар.16;0.42;11.мар;7;;;;;;;;;;;;;;;;;;;;;;;;;
4180;06.сен;0.24;0.4;15.апр;0.052;81;198;0.9986;03.фев;0.69;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4181;06.май;0.31;0.61;13;0.053;31;123;0.99708;03.сен;0.5;09.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4182;06.июн;0.25;0.32;05.июн;0.039;15;68;0.99163;фев.96;0.52;11.янв;6;;;;;;;;;;;;;;;;;;;;;;;;;
4183;07.май;0.38;0.56;09.июл;0.055;15;170;0.99605;мар.13;0.65;09.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
4184;06.фев;0.3;0.3;02.май;0.041;29;82;0.99065;мар.31;0.61;11.авг;7;;;;;;;;;;;;;;;;;;;;;;;;;
4185;06.апр;0.33;0.28;4;0.04;24;81;0.9903;мар.26;0.64;12.июн;7;;;;;;;;;;;;;;;;;;;;;;;;;
4186;06.сен;0.24;0.4;15.апр;0.052;81;198;0.9986;03.фев;0.69;09.апр;5;;;;;;;;;;;;;;;;;;;;;;;;;
4187;07.июн;0.27;0.32;01.фев;0.043;23;72;0.99236;03.июн;0.68;10.май;5;;;;;;;;;;;;;;;;;;;;;;;;;
4188;05.сен;0.24;0.34;2;0.037;40;108;0.98948;мар.19;0.5;12.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4189;05.мар;0.33;0.3;01.фев;0.048;25;119;0.99045;мар.32;0.62;11.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4190;06.апр;0.21;0.21;05.янв;0.097;21;105;0.9939;03.июл;0.46;09.июн;5;;;;;;;;;;;;;;;;;;;;;;;;;
4191;7;0.22;0.3;01.апр;0.04;14;63;0.98985;03.фев;0.33;12;6;;;;;;;;;;;;;;;;;;;;;;;;;
4192;07.авг;0.27;0.35;01.фев;0.05;36;140;0.99138;03.сен;0.45;11.фев;5;;;;;;;;;;;;;;;;;;;;;;;;;
4193;06.июл;0.2;0.24;06.май;0.044;28;100;0.99348;03.дек;0.33;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4194;08.янв;0.27;0.33;01.мар;0.045;26;100;0.99066;фев.98;0.44;12.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4195;06.июл;0.2;0.24;06.май;0.044;28;100;0.99348;03.дек;0.33;10.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4196;07.янв;0.45;0.24;02.июл;0.04;24;87;0.98862;фев.94;0.38;13.апр;8;;;;;;;;;;;;;;;;;;;;;;;;;
4197;05.авг;0.22;0.29;01.мар;0.036;25;68;0.98865;мар.24;0.35;12.июн;6;;;;;;;;;;;;;;;;;;;;;;;;;
4198;06.мар;0.3;0.48;07.апр;0.053;34;149;0.99472;мар.18;0.53;09.авг;5;;;;;;;;;;;;;;;;;;;;;;;;;
4199;07.сен;0.36;0.53;12.сен;0.049;63;139;0.99792;фев.94;0.45;09.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
4200;08.янв;0.27;0.33;01.мар;0.045;26;100;0.99066;фев.98;0.44;12.апр;6;;;;;;;;;;;;;;;;;;;;;;;;;
4201;8;0.24;0.33;01.фев;0.044;28;101;0.99035;03.мар;0.43;12.май;6;;;;;;;;;;;;;;;;;;;;;;;;;
4202;06.июл;0.41;0.27;02.июн;0.033;25;85;0.99086;03.май;0.34;11.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4203;06.июл;0.24;0.31;02.мар;0.044;37;113;0.99013;мар.29;0.46;12.сен;6;;;;;;;;;;;;;;;;;;;;;;;;;
4204;06.фев;0.3;0.32;01.мар;0.054;27;183;0.99266;03.мар;0.43;10.янв;5;;;;;;;;;;;;;;;;;;;;;;;;;
4205;06.сен;0.26;0.38;10.май;0.044;33;139;0.99517;03.июн;0.5;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4206;06.июл;0.41;0.27;02.июн;0.033;25;85;0.99086;03.май;0.34;11.июл;6;;;;;;;;;;;;;;;;;;;;;;;;;
4207;05.сен;0.32;0.2;14.апр;0.05;29;144;0.99666;мар.24;0.41;10.мар;6;;;;;;;;;;;;;;;;;;;;;;;;;
4208;06.янв;0.25;0.3;01.фев;0.036;42;107;0.991;мар.34;0.56;10.авг;7;;;;;;;;;;;;;;;;;;;;;;;;;
4209;05.июн;0.23;0.29;03.янв;0.023;19;89;0.99068;мар.25;0.51;11.фев;6;;;;;;;;;;;;;;;;;;;;;;;;;
4210;06.июн;0.23;0.32;01.июл;0.024;26;102;0.99084;мар.29;0.6;11.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4211;6;0.17;0.21;6;0.05;26;134;0.9939;03.авг;0.54;09.авг;6;;;;;;;;;;;;;;;;;;;;;;;;;
4212;07.янв;0.38;0.42;11.авг;0.041;32;193;0.99624;03.апр;0.49;10;6;;;;;;;;;;;;;;;;;;;;;;;;;
4213;06.июн;0.31;0.37;06.фев;0.052;13;164;0.99602;мар.24;0.39;08.авг;4;;;;;;;;;;;;;;;;;;;;;;;;;
4214;06.май;0.38;0.53;01.апр;0.142;5;69;0.9926;мар.14;0.52;10.янв;4;;;;;;;;;;;;;;;;;;;;;;;;;
